Player,Minutes,AST %,REB %,USG %
Aaron Gordon,29.4,22.3,10.9,23.6
Aaron Holiday,18.0,13.0,3.3,19.0
Aaron Nesmith,15.3,3.0,7.9,11.4
Abdel Nader,14.8,7.8,8.8,18.3
Adam Mokoka,5.2,16.7,4.4,14.8
Al Horford,27.9,20.6,11.4,22.1
Al-Farouq Aminu,21.6,11.6,12.2,14.5
Alec Burks,25.7,13.3,8.2,20.8
Aleksej Pokusevski,21.8,10.8,9.9,16.8
Alen Smailagic,4.3,0.0,0.0,23.5
Alex Caruso,19.9,16.6,7.1,13.6
Alex Len,14.5,9.3,11.9,15.7
Alfonzo McKinnie,5.3,2.6,9.6,15.5
Alize Johnson,33.0,18.8,19.0,20.3
Amir Coffey,7.4,9.8,4.2,15.9
Andre Drummond,28.9,15.1,24.3,30.3
Andre Iguodala,21.3,14.9,8.4,10.9
Andre Roberson,12.6,9.8,11.8,11.7
Andrew Wiggins,32.2,10.5,6.8,22.8
Anfernee Simons,16.6,13.9,6.5,20.6
Anthony Davis,32.8,14.6,13.0,27.4
Anthony Edwards,30.3,13.2,6.7,26.4
Anthony Gill,5.5,10.0,12.3,10.0
Anthony Lamb,15.4,2.9,10.8,12.6
Anzejs Pasecniks,6.3,33.3,8.3,37.5
Aron Baynes,18.7,7.1,14.1,15.9
Ashton Hagans,2.0,0.0,0.0,8.3
Austin Rivers,21.1,14.5,5.1,16.2
Avery Bradley,21.1,10.4,4.2,16.2
Axel Toupane,3.4,0.0,6.7,14.3
Bam Adebayo,33.7,27.2,14.2,23.6
Ben McLemore,16.2,8.0,5.9,19.6
Ben Simmons,34.1,32.0,11.6,20.9
Bismack Biyombo,21.7,8.7,11.7,11.3
Blake Griffin,30.0,18.1,8.3,19.0
Boban Marjanovic,7.6,4.3,24.5,25.0
Bobby Portis,21.0,7.4,15.2,18.9
Bogdan Bogdanovic,23.4,14.9,6.7,18.7
Bojan Bogdanovic,30.2,9.1,6.0,20.6
Bol Bol,5.3,8.3,7.5,17.7
Brad Wanamaker,16.0,22.8,5.0,15.9
Bradley Beal,35.7,22.3,7.0,33.7
Brandon Clarke,26.1,8.6,10.5,17.1
Brandon Goodwin,11.0,23.9,4.3,18.9
Brandon Ingram,34.3,21.3,7.4,27.8
Brian Bowen II,3.3,0.0,5.6,11.8
Brodric Thomas,7.0,19.1,4.9,19.6
Brook Lopez,27.3,3.3,8.7,16.1
Bruce Brown,21.0,9.6,10.9,15.9
Bruno Caboclo,6.1,4.8,15.9,23.2
Bruno Fernando,7.7,8.7,17.9,12.1
Bryn Forbes,18.8,4.2,3.1,17.9
Buddy Hield,35.1,12.4,6.5,20.0
CJ Elleby,8.3,3.9,5.5,13.9
CJ McCollum,32.0,22.8,5.9,28.5
Caleb Martin,14.2,11.6,8.1,17.5
Cam Reddish,28.9,6.6,6.8,18.3
Cameron Johnson,23.7,7.9,7.0,16.8
Cameron Payne,17.1,29.5,6.4,17.5
Caris LeVert,29.3,28.5,7.1,27.4
Carmelo Anthony,25.7,10.9,6.1,23.3
Carsen Edwards,10.2,8.1,5.7,19.3
Cassius Stanley,2.9,0.0,10.5,20.9
Cassius Winston,6.3,29.4,5.6,12.6
Cedi Osman,25.1,15.9,7.0,19.6
Chandler Hutchison,9.1,8.2,14.6,15.0
Chasson Randle,20.5,19.0,4.5,12.1
Chimezie Metu,6.7,9.6,14.1,22.9
Chris Boucher,23.7,6.6,13.1,20.3
Chris Chiozza,10.3,40.2,4.7,20.6
Chris Paul,31.7,39.2,7.6,21.7
Chris Silva,7.5,11.1,16.0,14.9
Christian Wood,30.8,7.4,15.4,26.5
Chuma Okeke,21.7,11.8,7.3,10.6
Clint Capela,29.3,5.0,22.8,19.4
Coby White,31.7,21.1,7.0,22.0
Cody Martin,13.3,13.3,9.1,12.7
Cody Zeller,22.3,14.1,16.1,17.9
Cole Anthony,26.7,21.8,7.8,21.5
Collin Sexton,35.9,20.8,3.8,27.6
Cory Joseph,21.5,15.2,5.2,14.2
Cristiano Felicio,5.7,23.8,14.6,11.0
D'Angelo Russell,29.2,29.6,4.2,29.4
D.J. Augustin,19.4,20.1,3.5,14.1
D.J. Wilson,9.7,4.4,10.5,18.8
DaQuan Jeffries,13.7,2.5,5.5,12.6
Dakota Mathias,15.4,15.7,2.3,16.6
Damian Jones,9.3,3.5,10.2,11.2
Damian Lillard,36.1,35.3,5.8,31.7
Damion Lee,19.1,10.3,8.1,12.9
Damyean Dotson,18.8,17.8,4.7,16.9
Daniel Gafford,12.4,6.4,13.0,14.1
Daniel Oturu,4.8,13.3,12.5,17.5
Daniel Theis,24.4,9.0,10.5,14.8
Danilo Gallinari,23.5,9.8,8.4,21.3
Danny Green,28.6,7.6,6.3,13.6
Dante Exum,19.4,15.5,6.9,11.9
Danuel House Jr.,28.0,10.9,6.9,15.1
Dario Saric,18.6,9.9,11.6,23.2
Darius Bazley,30.7,7.5,11.5,19.8
Darius Garland,33.1,28.3,3.4,23.6
Darius Miller,10.3,15.0,6.5,11.7
David Nwaba,22.6,7.0,8.1,16.3
Davis Bertans,24.7,4.6,5.5,15.2
De'Aaron Fox,34.7,33.1,4.8,29.5
De'Andre Hunter,31.2,10.3,7.7,18.8
De'Anthony Melton,19.8,19.1,8.1,19.8
DeAndre Jordan,22.7,9.9,16.1,12.4
DeAndre' Bembry,17.1,16.2,6.7,12.5
DeMar DeRozan,34.0,32.3,6.3,23.8
DeMarcus Cousins,20.2,18.5,17.8,22.7
Dean Wade,13.0,9.5,8.9,13.1
Deandre Ayton,30.5,7.2,18.5,18.9
Deividas Sirvydis,1.7,10.0,9.1,16.7
Dejounte Murray,31.3,24.1,10.8,23.2
Delon Wright,29.2,26.1,7.8,15.7
Deni Avdija,22.0,7.0,9.8,12.0
Dennis Schroder,31.5,20.8,5.6,22.4
Dennis Smith Jr.,18.4,28.9,7.0,19.8
Denzel Valentine,18.4,12.5,10.1,18.2
Derrick Favors,15.9,7.6,16.8,12.9
Derrick Jones Jr.,26.6,4.7,8.0,12.2
Derrick Rose,23.5,33.1,4.4,26.4
Derrick White,26.6,18.0,4.6,22.4
Desmond Bane,22.5,8.0,6.1,15.5
Devin Booker,33.7,21.8,6.2,31.6
Devin Vassell,17.4,8.3,8.4,12.9
Devon Dotson,9.5,0.0,4.3,14.3
Devontae Cacok,5.4,2.9,13.5,14.8
Devonte' Graham,30.0,25.1,4.3,19.5
Dillon Brooks,29.2,12.5,5.0,25.9
Domantas Sabonis,36.1,26.2,15.5,24.2
Donovan Mitchell,33.9,27.0,6.4,31.8
Donte DiVincenzo,27.2,13.8,9.6,16.7
Dorian Finney-Smith,31.1,6.1,8.6,11.3
Doug McDermott,25.3,7.7,7.5,19.3
Draymond Green,30.0,34.4,10.4,12.7
Drew Eubanks,13.2,10.0,11.7,16.3
Duncan Robinson,33.0,7.6,5.8,15.5
Dwayne Bacon,24.9,6.9,5.3,17.9
Dwight Howard,17.3,6.4,21.8,17.5
Dwight Powell,14.7,8.1,11.3,13.6
Dylan Windler,16.9,9.0,10.5,14.0
E'Twaun Moore,14.5,13.4,5.9,15.2
Ed Davis,13.9,10.4,16.8,8.2
Edmond Sumner,11.9,6.1,5.6,17.7
Elfrid Payton,27.9,19.8,6.6,22.5
Elijah Hughes,4.1,25.0,8.6,29.5
Enes Kanter,26.6,7.1,20.7,16.8
Eric Bledsoe,29.2,16.6,5.8,17.5
Eric Gordon,29.2,14.7,3.5,24.6
Eric Paschall,17.4,12.9,8.7,23.4
Ersan Ilyasova,3.2,20.0,18.2,14.3
Evan Fournier,30.3,18.9,4.7,25.7
Facundo Campazzo,17.8,21.0,3.8,13.3
Frank Jackson,12.4,10.7,5.1,18.2
Frank Kaminsky,15.1,15.0,12.0,18.4
Frank Mason,19.8,21.8,6.8,17.0
Frank Ntilikina,14.7,9.2,4.2,14.5
Fred VanVleet,36.8,26.2,5.7,23.5
Furkan Korkmaz,19.6,8.1,5.4,19.4
Gabe Vincent,14.4,14.8,4.0,19.4
Garrett Temple,27.9,8.8,5.6,13.1
Garrison Mathews,17.5,3.1,4.7,12.2
Gary Clark,18.2,6.4,8.2,9.9
Gary Harris,30.6,7.0,4.2,13.6
Gary Trent Jr.,30.8,6.8,3.4,19.5
George Hill,26.3,17.3,3.9,17.2
Georges Niang,13.6,7.3,7.2,16.0
Giannis Antetokounmpo,34.1,29.6,16.3,32.1
Glenn Robinson III,16.1,7.5,6.0,13.5
Goga Bitadze,9.6,3.7,11.4,16.7
Goran Dragic,27.0,29.6,6.0,24.5
Gordon Hayward,34.1,18.9,8.1,23.6
Gorgui Dieng,16.9,11.7,12.7,16.7
Grant Williams,18.3,7.2,8.1,12.0
Grayson Allen,24.7,12.0,6.1,15.5
Greg Whittington,3.0,0.0,0.0,10.3
Hamidou Diallo,23.8,16.3,9.9,22.0
Harrison Barnes,36.0,13.6,9.0,16.8
Harry Giles III,11.8,11.7,18.5,13.9
Hassan Whiteside,14.9,5.9,19.8,23.1
Henry Ellenson,19.2,20.8,12.9,16.7
Ignas Brazdeikis,1.8,33.3,11.1,17.6
Iman Shumpert,5.5,0.0,4.5,18.5
Immanuel Quickley,19.8,19.7,5.6,26.8
Isaac Bonga,12.3,6.7,7.8,9.2
Isaac Okoro,32.3,8.0,4.5,12.5
Isaiah Hartenstein,9.1,7.9,14.9,17.5
Isaiah Joe,11.5,8.2,4.9,14.9
Isaiah Roby,22.9,11.7,11.6,17.0
Isaiah Stewart,19.1,6.2,14.8,13.4
Ish Smith,20.6,30.3,7.6,14.7
Ivica Zubac,20.8,8.0,16.8,14.4
JJ Redick,18.6,9.5,4.5,18.2
Ja Morant,31.5,34.0,5.2,27.9
JaKarr Sampson,6.5,1.3,14.2,17.2
JaMychal Green,19.4,6.1,13.4,18.1
JaVale McGee,15.2,11.6,16.1,23.8
Jabari Parker,9.1,4.8,12.0,14.9
Jaden McDaniels,20.1,6.4,7.7,12.5
Jae Crowder,27.7,9.9,8.8,15.4
Jae'Sean Tate,28.2,9.7,8.9,14.5
Jahlil Okafor,10.0,5.1,10.8,16.5
Jahmi'us Ramsey,3.4,6.3,10.0,13.3
Jake Layman,16.4,7.3,5.5,14.7
Jakob Poeltl,24.2,9.9,15.1,12.5
Jalen Brunson,24.5,20.9,7.0,19.4
Jalen Harris,3.5,14.3,9.4,12.8
Jalen Lecque,3.0,33.3,12.8,26.3
Jalen McDaniels,11.1,6.3,10.1,18.1
Jalen Smith,4.4,4.8,10.4,16.0
Jamal Murray,35.4,19.7,5.7,24.2
James Ennis III,21.6,8.5,9.0,13.2
James Harden,38.0,43.8,10.8,28.1
James Johnson,17.4,13.9,8.1,15.7
James Wiseman,21.0,5.1,12.9,23.7
Jared Dudley,6.9,8.3,12.2,4.8
Jared Harper,2.4,0.0,0.0,20.0
Jarred Vanderbilt,18.2,10.9,14.5,12.3
Jarrell Brantley,2.7,10.5,8.8,16.3
Jarrett Allen,28.5,8.5,17.2,16.5
Jarrett Culver,18.3,6.6,10.3,18.3
Javonte Green,13.8,4.6,7.6,11.7
Jaxson Hayes,13.4,5.6,12.6,13.0
Jaylen Adams,2.6,20.0,6.7,17.8
Jaylen Brown,34.2,19.0,8.2,29.3
Jaylen Nowell,19.0,12.3,5.4,20.9
Jayson Tatum,35.5,19.5,9.5,29.1
Jeff Green,26.8,6.9,7.1,13.6
Jeff Teague,18.1,15.6,4.7,17.6
Jerami Grant,35.6,13.8,7.0,27.5
Jeremy Lamb,22.0,10.7,8.1,18.2
Jerome Robinson,17.0,11.8,6.8,15.7
Jevon Carter,9.5,16.3,5.9,13.7
Jimmy Butler,33.4,37.1,11.5,26.8
Joe Harris,30.7,7.3,5.6,15.6
Joe Ingles,26.8,22.1,6.6,15.3
Joel Embiid,32.6,16.8,17.6,34.0
John Collins,30.6,6.8,12.5,21.6
John Konchar,15.2,9.5,10.3,10.8
John Wall,31.8,35.5,5.1,32.3
Jonas Valanciunas,27.6,9.4,21.3,22.2
Jontay Porter,3.3,0.0,30.0,22.2
Jordan Bell,16.6,17.9,13.4,14.9
Jordan Bone,14.0,14.3,5.7,12.1
Jordan Clarkson,25.7,13.5,7.2,27.7
Jordan McLaughlin,19.4,35.6,5.4,14.9
Jordan Nwora,7.3,0.0,8.1,26.2
Jordan Poole,16.0,15.9,4.6,23.7
Josh Green,10.9,6.3,8.3,11.0
Josh Hall,7.3,23.3,7.0,18.4
Josh Hart,28.3,10.5,13.3,13.1
Josh Jackson,24.9,14.4,8.0,25.0
Josh Okogie,19.8,8.0,6.2,12.1
Josh Richardson,32.0,12.2,5.3,17.7
Jrue Holiday,31.4,22.0,6.7,20.2
Juan Toscano-Anderson,19.1,16.3,9.9,11.2
Juancho Hernangomez,17.3,4.7,12.2,16.0
Julius Randle,37.1,26.0,14.2,27.2
Justin Holiday,32.2,7.0,5.8,13.9
Justin Jackson,16.4,14.0,6.3,19.2
Justin James,6.3,11.0,3.8,14.5
Justin Patton,20.1,8.6,9.0,12.5
Justise Winslow,21.4,12.0,11.3,21.9
Jusuf Nurkic,23.4,17.4,16.2,21.2
Juwan Morgan,4.3,8.3,8.6,10.3
KZ Okpala,12.9,5.0,7.8,11.1
Karim Mane,8.5,2.4,7.7,9.7
Karl-Anthony Towns,33.6,20.0,14.5,27.9
Kawhi Leonard,34.4,22.3,9.5,28.6
Keita Bates-Diop,7.4,10.0,8.1,13.7
Kelan Martin,3.9,2.9,10.0,18.2
Keldon Johnson,29.1,10.1,10.7,19.8
Keljin Blevins,5.2,13.3,1.7,12.0
Kelly Olynyk,26.9,11.5,11.0,16.8
Kelly Oubre Jr.,30.5,6.9,8.9,21.3
Kemba Walker,30.7,22.9,5.7,26.0
Kendrick Nunn,28.8,14.7,5.4,20.8
Kenrich Williams,19.6,13.9,9.9,13.8
Kent Bazemore,16.4,12.4,8.0,16.2
Kentavious Caldwell-Pope,26.0,7.3,4.7,13.6
Kenyon Martin Jr.,19.0,6.1,10.6,16.3
Kevin Durant,35.8,21.9,10.0,30.2
Kevin Huerter,31.5,16.1,5.6,16.4
Kevin Knox II,13.7,6.4,5.8,14.9
Kevin Love,14.5,10.9,10.3,19.3
Kevin Porter Jr.,29.1,36.3,4.3,26.1
Kevon Looney,15.1,14.6,12.9,10.1
Khem Birch,19.7,7.5,11.7,11.5
Khris Middleton,33.5,22.7,8.8,24.2
Killian Hayes,21.1,22.7,2.7,18.5
Killian Tillie,7.5,4.3,6.9,15.2
Kira Lewis Jr.,14.3,19.7,3.1,18.6
Kostas Antetokounmpo,4.8,0.0,14.8,18.5
Kristaps Porzingis,30.3,7.5,14.2,26.5
Kyle Anderson,27.2,17.3,10.1,18.6
Kyle Guy,7.1,15.6,5.7,16.8
Kyle Kuzma,26.9,8.4,12.1,19.9
Kyle Lowry,34.8,31.5,7.8,21.2
Kyrie Irving,35.6,25.0,6.7,29.7
LaMarcus Aldridge,25.9,10.3,8.5,22.9
LaMelo Ball,28.6,31.9,10.1,24.2
Lamar Stevens,13.4,9.6,9.4,15.4
Landry Shamet,20.1,7.5,4.5,16.1
Langston Galloway,11.2,9.1,4.9,15.7
Larry Nance Jr.,32.9,13.3,10.4,12.9
Lauri Markkanen,30.0,5.0,9.7,21.8
LeBron James,33.9,39.2,11.6,31.0
Lonnie Walker IV,26.2,9.0,5.2,19.8
Lonzo Ball,31.7,23.5,6.5,19.3
Lou Williams,21.9,23.0,4.8,24.8
Luguentz Dort,29.7,8.1,5.6,20.3
Luka Doncic,35.2,43.4,11.7,35.1
Luka Samanic,10.2,4.2,11.7,19.2
Luke Kennard,19.3,13.0,7.2,15.6
Luke Kornet,7.2,6.0,7.6,13.0
Malachi Flynn,9.2,22.2,3.4,14.8
Malcolm Brogdon,35.5,26.9,6.5,25.6
Malik Beasley,33.1,11.7,6.7,23.9
Malik Monk,21.6,13.9,6.0,23.1
Mamadi Diakite,4.6,22.2,11.5,10.0
Marc Gasol,20.1,12.3,10.1,11.0
Marcus Morris Sr.,24.8,6.2,7.8,19.0
Marcus Smart,31.4,23.1,4.3,18.2
Markelle Fultz,26.9,29.3,5.6,25.0
Markieff Morris,18.2,8.4,11.1,14.8
Markus Howard,3.4,14.9,4.3,23.2
Marques Bolden,4.8,0.0,8.6,13.6
Marquese Chriss,13.4,20.0,19.7,25.0
Marvin Bagley III,25.7,5.3,14.2,22.5
Mason Jones,11.8,21.4,7.6,22.0
Mason Plumlee,27.7,20.0,17.5,16.0
Matisse Thybulle,18.7,7.0,4.4,8.7
Matt Thomas,7.4,7.4,5.3,15.2
Maurice Harkless,11.2,7.5,5.2,5.9
Max Strus,13.6,6.0,3.9,17.6
Maxi Kleber,27.7,6.4,9.7,9.9
Meyers Leonard,9.8,10.5,11.9,15.2
Mfiondu Kabengele,4.1,8.9,6.8,18.8
Michael Carter-Williams,26.6,23.4,8.2,19.0
Michael Porter Jr.,29.4,4.0,12.9,19.8
Mikal Bridges,32.4,9.7,7.6,15.2
Mike Conley,29.6,27.2,5.5,22.1
Mike Muscala,18.4,6.9,9.5,19.4
Mike Scott,16.6,4.3,7.2,10.4
Miles Bridges,26.3,10.8,10.5,14.7
Mitchell Robinson,28.4,3.1,14.0,11.3
Miye Oni,7.8,4.8,9.2,10.2
Mo Bamba,10.2,4.7,17.0,19.2
Monte Morris,27.2,17.0,3.9,15.5
Montrezl Harrell,25.0,7.3,13.0,20.6
Moritz Wagner,15.0,12.2,9.2,18.3
Moses Brown,16.5,2.4,19.3,16.6
Mychal Mulder,10.5,5.5,3.9,14.1
Myles Turner,30.9,4.5,10.2,16.8
Naji Marshall,3.4,12.5,4.1,13.8
Nassir Little,13.6,4.5,9.0,14.5
Nate Darling,3.6,50.0,0.0,23.5
Nate Hinton,3.7,23.1,2.8,28.9
Nathan Knight,7.8,5.6,12.1,20.7
Naz Reid,19.7,9.9,10.9,22.1
Nemanja Bjelica,16.9,15.8,11.3,18.5
Nerlens Noel,22.4,4.0,13.0,9.6
Nick Richards,3.4,0.0,8.9,12.4
Nickeil Alexander-Walker,18.8,15.2,7.3,21.8
Nico Mannion,13.0,27.4,6.3,19.2
Nicolas Batum,28.5,10.6,8.4,11.5
Nicolas Claxton,18.7,7.0,10.8,17.9
Nicolo Melli,11.0,14.0,11.3,12.0
Nikola Jokic,35.7,37.9,16.2,28.9
Nikola Vucevic,34.1,21.3,16.8,29.9
Noah Vonleh,2.7,14.3,6.7,21.7
Norman Powell,30.4,9.8,4.9,23.5
Norvel Pelle,7.9,4.2,13.6,16.9
OG Anunoby,33.2,7.6,8.4,17.1
Obi Toppin,11.9,6.7,9.1,16.0
Onyeka Okongwu,8.8,3.8,13.2,12.6
Otto Porter Jr.,21.6,13.5,12.4,18.6
P.J. Tucker,28.6,6.1,7.4,7.7
P.J. Washington,29.6,13.9,10.9,18.9
PJ Dozier,20.3,11.0,8.8,16.2
Pascal Siakam,35.3,20.8,10.3,25.0
Pat Connaughton,22.4,7.6,9.5,11.1
Patrick Beverley,23.8,11.7,7.9,14.5
Patrick McCaw,6.7,19.0,4.6,2.6
Patrick Patterson,12.4,6.1,7.8,15.2
Patrick Williams,28.4,5.9,8.7,15.2
Patty Mills,25.6,14.7,3.1,19.4
Paul George,33.3,24.7,9.3,28.0
Paul Millsap,23.5,9.5,11.2,16.3
Paul Reed,9.1,6.5,7.8,18.1
Paul Watson,9.8,6.5,7.0,11.3
Payton Pritchard,19.7,14.7,5.2,14.8
Precious Achiuwa,12.9,6.4,13.5,18.4
Quinn Cook,6.5,18.5,5.0,19.4
Quinndary Weatherspoon,4.9,20.0,3.3,15.5
R.J. Hampton,9.3,8.9,10.1,13.8
RJ Barrett,33.8,13.9,8.6,23.4
Rajon Rondo,14.9,35.4,6.5,15.8
Raul Neto,20.6,15.4,5.2,15.8
Ray Spalding,9.4,0.0,8.3,15.7
Rayjon Tucker,3.5,100,0.0,25.0
Reggie Bullock,27.8,6.8,5.9,13.8
Reggie Jackson,20.4,19.0,6.6,18.3
Reggie Perry,11.7,10.6,15.9,18.3
Richaun Holmes,30.2,8.5,14.4,16.2
Ricky Rubio,26.4,35.4,5.6,15.7
Robert Covington,32.3,6.8,10.3,12.0
Robert Williams III,17.2,11.5,19.0,15.3
Robert Woodard II,2.9,0.0,16.7,29.8
Robin Lopez,20.0,6.3,9.6,15.5
Rodions Kurucs,5.7,10.5,7.0,14.8
Rodney Hood,19.1,9.4,4.8,14.1
Rodney McGruder,11.9,12.8,6.3,18.6
Royce O'Neale,32.2,10.2,9.9,9.5
Rudy Gay,21.7,10.3,10.2,22.2
Rudy Gobert,30.9,5.9,20.2,17.2
Rui Hachimura,31.0,6.9,9.0,17.3
Russell Westbrook,34.7,47.1,12.9,30.8
Ryan Arcidiacono,11.4,15.9,6.8,12.9
Saben Lee,14.4,29.8,5.2,17.3
Saddiq Bey,24.4,7.8,8.4,17.4
Sam Merrill,5.7,16.4,6.9,12.9
Sean McDermott,14.6,4.8,4.2,9.5
Sekou Doumbouya,13.0,6.9,8.2,16.6
Semi Ojeleye,19.1,5.3,7.6,11.2
Serge Ibaka,23.6,10.5,14.8,19.7
Seth Curry,29.6,13.1,3.8,17.3
Shai Gilgeous-Alexander,33.7,31.1,6.7,28.3
Shake Milton,24.9,19.4,4.3,23.6
Shaquille Harrison,3.3,37.5,7.1,20.3
Sindarius Thornwell,5.2,7.4,3.4,14.5
Skylar Mays,7.4,20.7,5.6,19.8
Solomon Hill,18.9,6.2,5.9,10.6
Spencer Dinwiddie,21.4,17.3,8.8,15.4
Stanley Johnson,14.0,11.3,7.5,10.3
Stephen Curry,33.7,30.4,7.4,30.7
Sterling Brown,24.0,9.7,8.7,12.9
Steven Adams,27.7,9.1,16.6,12.5
Svi Mykhailiuk,17.6,13.6,5.9,18.6
T.J. McConnell,25.3,34.1,7.2,13.6
T.J. Warren,29.3,6.0,6.0,21.3
Tacko Fall,6.8,3.4,18.2,15.2
Taj Gibson,18.0,3.7,12.5,9.8
Talen Horton-Tucker,18.4,18.7,6.9,20.8
Taurean Prince,21.4,11.3,8.1,17.4
Terance Mann,16.6,9.7,10.4,13.4
Terence Davis,14.5,12.1,6.4,20.7
Terrance Ferguson,3.8,5.7,1.1,9.4
Terrence Ross,29.6,12.9,5.5,23.2
Terry Rozier,33.0,15.5,5.5,23.0
Thaddeus Young,25.0,24.2,13.0,20.1
Thanasis Antetokounmpo,8.4,10.3,10.5,11.9
Theo Maledon,26.7,19.1,5.5,15.9
Theo Pinson,2.2,8.3,3.2,13.0
Thomas Bryant,27.1,7.9,11.1,16.3
Thon Maker,9.6,10.0,10.5,14.5
Tim Frazier,10.8,30.4,5.1,13.6
Tim Hardaway Jr.,29.5,9.2,5.6,22.3
Timothe Luwawu-Cabarrot,19.4,8.8,6.1,16.7
Tobias Harris,34.0,16.4,11.1,23.5
Tomas Satoransky,22.5,27.5,5.7,14.5
Tony Bradley,14.4,7.5,18.1,12.4
Tony Snell,19.8,9.7,5.5,9.2
Torrey Craig,11.8,10.9,10.6,11.5
Trae Young,34.4,42.6,5.7,31.5
Tre Jones,4.6,17.8,4.8,19.4
Tremont Waters,8.9,42.9,3.9,20.1
Trent Forrest,3.4,29.2,7.1,10.8
Trevor Ariza,16.3,10.7,9.1,15.7
Trey Burke,15.1,14.5,2.9,18.3
Trey Lyles,15.6,6.0,11.1,12.8
Tristan Thompson,22.5,6.3,18.1,15.2
Troy Brown Jr.,13.7,9.7,10.1,16.2
Ty Jerome,26.1,19.1,6.5,14.8
Ty-Shon Alexander,2.4,25.0,3.7,17.4
Tyler Bey,3.3,9.1,12.0,18.3
Tyler Cook,6.1,5.7,12.5,11.1
Tyler Herro,31.7,17.6,8.2,22.7
Tyler Johnson,15.8,7.5,5.6,13.7
Tyrell Terry,5.1,15.8,5.0,13.5
Tyrese Haliburton,30.0,23.7,5.6,16.9
Tyrese Maxey,15.2,18.0,5.4,21.6
Tyus Jones,20.1,30.2,5.2,16.9
Udoka Azubuike,4.1,0.0,11.9,10.7
Vernon Carey Jr.,3.5,7.1,15.8,10.0
Victor Oladipo,33.4,23.6,7.2,28.9
Vincent Poirier,3.9,8.0,17.1,19.4
Vlatko Cancar,6.0,7.7,9.1,12.2
Wayne Ellington,23.2,9.4,3.9,16.8
Wendell Carter Jr.,24.7,12.6,15.4,18.5
Wenyen Gabriel,3.3,14.3,16.7,14.5
Wes Iwundu,12.5,4.7,7.2,9.6
Wesley Matthews,20.1,6.5,3.5,10.1
Will Barton,30.7,13.2,6.8,19.0
Will Magnay,3.3,0.0,0.0,20.0
Willie Cauley-Stein,17.1,6.0,12.2,12.5
Willy Hernangomez,15.8,9.6,19.2,16.2
Xavier Tillman,19.1,10.5,11.1,14.4
Yogi Ferrell,20.3,21.7,8.1,24.7
Yuta Watanabe,11.4,5.8,12.2,10.6
Zach LaVine,35.3,22.5,7.2,30.1
Zeke Nnaji,10.9,2.2,7.9,12.5
Zion Williamson,32.7,17.1,10.8,27.6